labcode,bias_mean_2023,bias_variance_2023,bias_std_2023,n_projects_2023,total_participation_2023,rank_2023,is_special,special_type,x
247,23.305517241379306,1094.6807488703928,33.08595999620372,29,29,222,False,normal,221
330,23.30952380952381,449.6272426303855,21.20441563991768,21,21,223,False,normal,222
176,23.54133333333333,494.3894782222222,22.234870771430675,15,15,224,False,normal,223
273,23.795454545454547,1418.8159338842977,37.66717316025053,11,11,225,False,normal,224
56,23.802500000000002,60.06386875000001,7.750088305948521,4,4,226,False,normal,225
305,24.50153846153846,1826.8659360946742,42.741852277301625,13,13,227,False,normal,226
160,24.958571428571425,1802.3328979591836,42.45389143481648,7,7,228,False,normal,227
87,25.146428571428576,287.64083724489797,16.959977513101187,14,14,229,False,normal,228
165,25.362777777777776,1447.9204311728392,38.051549655340445,18,18,230,False,normal,229
205,25.84578947368421,1811.9586770083108,42.567107923939474,19,19,231,False,normal,230
70,25.90909090909091,550.3024809917357,23.458526829102798,11,11,232,False,normal,231
184,25.992222222222217,642.4878395061728,25.347343835324693,27,27,233,False,normal,232
127,26.171666666666667,188.5648138888889,13.731890397497676,6,6,234,False,normal,233
80,26.187142857142856,1123.630820408163,33.520602924293634,7,7,235,False,normal,234
222,26.39636363636364,1614.4834867768595,40.18063571892385,22,22,236,False,normal,235
146,26.4625,2904.81346875,53.896321476980226,20,20,237,False,normal,236
333,26.888125000000002,941.2601402343751,30.679963171985314,16,16,238,False,normal,237
249,27.36833333333333,329.0604472222222,18.140023352306418,12,12,239,False,normal,238
261,27.529999999999994,1370.66934,37.022551775910856,10,10,240,False,normal,239
132,27.811333333333334,2149.441878222223,46.362073704939284,15,15,241,False,normal,240
206,28.048695652173908,2522.448646124764,50.22398476947806,23,23,242,False,normal,241
57,28.056538461538462,3129.2286072485203,55.939508464487965,26,26,243,False,normal,242
344,28.274999999999995,1585.0279749999997,39.8124098115148,12,12,244,False,normal,243
84,28.317,1293.316261,35.962706530515746,10,10,245,False,normal,244
98,28.72555555555555,2526.6488691358018,50.26578228910599,9,9,246,False,normal,245
214,28.820833333333336,366.5373576388888,19.145165385519363,12,12,247,False,normal,246
4,29.07666666666666,1504.7025111111113,38.79049511299271,9,9,248,False,normal,247
189,29.13272727272727,1210.9756016528927,34.79907472409134,22,22,249,False,normal,248
224,29.377333333333333,1127.8809795555558,33.583939309669375,15,15,250,False,normal,249
315,29.758750000000003,3644.6827109375004,60.37120763192915,16,16,251,False,normal,250
13,30.084,245.25839733333333,15.66072786729063,15,15,252,False,normal,251
299,31.16117647058824,2729.5803750865052,52.24538616075591,17,17,253,False,normal,252
285,32.95285714285715,1591.938220408163,39.89910049622877,7,7,254,False,normal,253
104,33.473636363636366,2336.6038595041323,48.33843046173647,22,22,255,False,normal,254
89,34.905806451612904,1087.7685146722163,32.98133585336131,31,31,256,False,normal,255
6,35.09400000000001,6452.1656373333335,80.32537355862924,15,15,257,False,normal,256
335,35.711,575.1170890000001,23.98159896670779,10,10,258,False,normal,257
319,35.85875,1163.3712359375,34.10822827321144,8,8,259,False,normal,258
167,36.11058823529412,1470.8653937716265,38.35186297654426,17,17,260,False,normal,259
99,36.173157894736846,4549.179874238227,67.44760836559163,19,19,261,False,normal,260
197,36.32692307692308,4159.411298224852,64.49349810814151,13,13,262,False,normal,261
33,36.84888888888889,2358.114987654321,48.56042614778335,18,18,263,False,normal,262
239,36.910833333333336,3997.5417576388886,63.22611610433531,12,12,264,False,normal,263
108,36.987,3177.291901,56.36747201179063,10,10,265,False,normal,264
301,38.12388888888889,1567.9372793209873,39.597187770357976,18,18,266,False,normal,265
172,38.26266666666667,1539.2824195555554,39.23368985394511,15,15,267,False,normal,266
96,41.96941176470588,1053.7347702422146,32.46128109366934,17,17,268,False,normal,267
282,43.301249999999996,420.3522609374999,20.502494017496993,8,8,269,False,normal,268
66,44.28714285714286,22588.068182312927,150.29327390909057,21,21,270,False,normal,269
16,45.5175,2633.84716875,51.321020729814016,8,8,271,False,normal,270
321,45.72833333333333,1404.457313888889,37.47608989594418,6,6,272,False,normal,271
140,47.61136363636363,4047.8460845041323,63.62268529780971,22,22,273,False,normal,272
101,49.42,455.10835,21.333268619693513,4,4,274,False,normal,273
